ts;x;y;z
2022-12-27 13:56:06.648320;-0.014109;-0.166981;-0.622612,
2022-12-27 13:56:06.658378;0.013817;-0.112206;-1.075673,
2022-12-27 13:56:06.668436;-0.013600;0.010839;-1.615160,
2022-12-27 13:56:06.678494;-0.061077;0.177879;-2.200400,
2022-12-27 13:56:06.688552;-0.103201;0.352990;-2.722288,
2022-12-27 13:56:06.698610;-0.149137;0.493686;-3.096333,
2022-12-27 13:56:06.889715;0.559484;2.062507;-8.169085,
2022-12-27 13:56:06.708669;-0.213478;0.616478;-3.312240,
2022-12-27 13:56:06.718727;-0.269824;0.710348;-3.386154,
2022-12-27 13:56:06.899773;0.608857;2.033791;-8.145632,
2022-12-27 13:56:06.728785;-0.321446;0.788023;-3.343204,
2022-12-27 13:56:06.909831;0.729041;1.974607;-7.994569,
2022-12-27 13:56:06.919888;0.879348;1.930721;-7.735574,
2022-12-27 13:56:06.738842;-0.393341;0.827292;-3.242856,
2022-12-27 13:56:06.929947;1.012923;1.912400;-7.389389,
2022-12-27 13:56:06.748901;-0.502666;0.791392;-3.129836,
2022-12-27 13:56:06.940005;1.051190;1.875943;-6.932097,
2022-12-27 13:56:06.950063;0.996365;1.833514;-6.462319,
2022-12-27 13:56:06.758959;-0.590792;0.766283;-3.103362,
2022-12-27 13:56:06.769017;-0.616552;0.787167;-3.240153,
2022-12-27 13:56:06.779075;-0.593771;0.884157;-3.519330,
2022-12-27 13:56:06.960121;0.908384;1.718669;-6.045902,
2022-12-27 13:56:06.789133;-0.603419;0.976973;-3.910019,
2022-12-27 13:56:06.970180;0.767699;1.551237;-5.679584,
2022-12-27 13:56:06.980238;0.599706;1.396449;-5.396222,
2022-12-27 13:56:06.990296;0.470342;1.243417;-5.171938,
2022-12-27 13:56:06.799192;-0.618188;1.059390;-4.394068,
2022-12-27 13:56:06.809250;-0.535822;1.224172;-4.963791,
2022-12-27 13:56:06.819308;-0.315417;1.403640;-5.542958,
2022-12-27 13:56:06.829366;-0.001249;1.547585;-6.107743,
2022-12-27 13:56:06.839424;0.323687;1.670813;-6.658700,
2022-12-27 13:56:07.000354;0.394564;1.139962;-4.978798,
2022-12-27 13:56:07.010412;0.387152;1.100055;-4.804400,
2022-12-27 13:56:06.849482;0.576227;1.784021;-7.186418,
2022-12-27 13:56:07.020470;0.418818;1.154048;-4.594806,
2022-12-27 13:56:07.030528;0.438469;1.189080;-4.312971,
2022-12-27 13:56:07.040586;0.405000;1.085783;-3.943897,
2022-12-27 13:56:07.050644;0.307410;0.865752;-3.503083,
2022-12-27 13:56:06.859540;0.728506;1.886544;-7.617828,
2022-12-27 13:56:07.060703;0.160171;0.619313;-3.038798,
2022-12-27 13:56:07.090877;-0.347355;0.014192;-1.499444,
2022-12-27 13:56:07.070761;0.014112;0.366080;-2.541981,
2022-12-27 13:56:06.869598;0.724883;2.002413;-7.884958,
2022-12-27 13:56:07.100935;-0.489300;-0.079646;-1.060871,
2022-12-27 13:56:06.879656;0.630742;2.045172;-8.065506,
2022-12-27 13:56:07.080819;-0.154572;0.144908;-2.010018,
2022-12-27 13:56:07.110993;-0.533912;-0.152076;-0.687767,
2022-12-27 13:56:07.121051;-0.521407;-0.243836;-0.374453,
2022-12-27 13:56:07.131109;-0.475738;-0.276105;-0.134184,
2022-12-27 13:56:07.141168;-0.421672;-0.262764;0.050951,
2022-12-27 13:56:07.151226;-0.379811;-0.263464;0.149431,
2022-12-27 13:56:07.161284;-0.325900;-0.208782;0.207570,
2022-12-27 13:56:07.292039;-0.215259;-0.456970;-0.147037,
2022-12-27 13:56:07.302097;-0.127874;-0.367272;-0.325300,
2022-12-27 13:56:07.171342;-0.271590;-0.146461;0.223388,
2022-12-27 13:56:07.181400;-0.209311;-0.089751;0.215846,
2022-12-27 13:56:07.312155;-0.019575;-0.284970;-0.466987,
2022-12-27 13:56:07.322214;0.116085;-0.262303;-0.552451,
2022-12-27 13:56:07.191458;-0.135530;-0.023771;0.221724,
2022-12-27 13:56:07.332272;0.260880;-0.292141;-0.577928,
2022-12-27 13:56:07.201516;-0.118333;0.003788;0.260597,
2022-12-27 13:56:07.342330;0.391930;-0.319768;-0.585146,
2022-12-27 13:56:07.211574;-0.153508;-0.076302;0.338741,
2022-12-27 13:56:07.221633;-0.201518;-0.220531;0.431553,
2022-12-27 13:56:07.231691;-0.222787;-0.335278;0.495012,
2022-12-27 13:56:07.352388;0.482846;-0.328594;-0.581300,
2022-12-27 13:56:07.241749;-0.221287;-0.421109;0.522544,
2022-12-27 13:56:07.251807;-0.225168;-0.488823;0.503143,
2022-12-27 13:56:07.362446;0.495462;-0.360929;-0.569493,
2022-12-27 13:56:07.372504;0.415194;-0.412635;-0.548912,
2022-12-27 13:56:07.261865;-0.241296;-0.542351;0.413953,
2022-12-27 13:56:07.382562;0.249206;-0.432396;-0.532201,
2022-12-27 13:56:07.271923;-0.271177;-0.551686;0.255254,
2022-12-27 13:56:07.392621;0.044331;-0.418464;-0.534508,
2022-12-27 13:56:07.493202;-0.379869;-0.455525;-0.119999,
2022-12-27 13:56:07.281981;-0.269627;-0.512459;0.057519,
2022-12-27 13:56:07.402679;-0.144891;-0.369709;-0.528725,
2022-12-27 13:56:07.503260;-0.332524;-0.427462;-0.073957,
2022-12-27 13:56:07.412737;-0.199221;-0.408453;-0.514709,
2022-12-27 13:56:07.513318;-0.192097;-0.407011;0.025798,
2022-12-27 13:56:07.523376;-0.025733;-0.418878;0.176328,
2022-12-27 13:56:07.533434;0.098521;-0.427862;0.314680,
2022-12-27 13:56:07.543492;0.132535;-0.378085;0.372063,
2022-12-27 13:56:07.422795;-0.093389;-0.381357;-0.469154,
2022-12-27 13:56:07.553551;0.060104;-0.317000;0.314251,
2022-12-27 13:56:07.432853;0.112576;-0.301884;-0.402354,
2022-12-27 13:56:07.442911;0.234813;-0.291352;-0.321722,
2022-12-27 13:56:07.563609;-0.084168;-0.270202;0.179921,
2022-12-27 13:56:07.452969;0.205457;-0.303632;-0.211887,
2022-12-27 13:56:07.573667;-0.239003;-0.262780;-0.002471,
2022-12-27 13:56:07.463027;0.045929;-0.382394;-0.120856,
2022-12-27 13:56:07.583725;-0.351423;-0.221036;-0.186537,
2022-12-27 13:56:07.473086;-0.165161;-0.458988;-0.097414,
2022-12-27 13:56:07.483144;-0.319469;-0.472384;-0.118631,
2022-12-27 13:56:07.593783;-0.386668;-0.189236;-0.321688,
2022-12-27 13:56:07.603841;-0.371978;-0.192008;-0.348076,
2022-12-27 13:56:07.613899;-0.357588;-0.198171;-0.281731,
2022-12-27 13:56:07.623957;-0.342633;-0.216462;-0.163561,
2022-12-27 13:56:07.634016;-0.325292;-0.234408;-0.024385,
2022-12-27 13:56:07.644074;-0.332683;-0.268869;0.111743,
2022-12-27 13:56:07.654133;-0.343894;-0.300617;0.228349,
2022-12-27 13:56:07.664190;-0.343023;-0.319614;0.303140,
2022-12-27 13:56:07.674248;-0.309124;-0.307542;0.315256,
2022-12-27 13:56:07.684306;-0.235866;-0.274116;0.290495,
2022-12-27 13:56:07.694364;-0.124438;-0.262372;0.254369,
2022-12-27 13:56:07.704423;0.001210;-0.202726;0.200618,
2022-12-27 13:56:07.714481;0.134255;-0.114373;0.095307,
2022-12-27 13:56:07.724540;0.253918;-0.037277;-0.016656,
2022-12-27 13:56:07.734597;0.312554;0.022015;-0.113619,
2022-12-27 13:56:07.744655;0.356893;0.058249;-0.191469,
2022-12-27 13:56:07.754713;0.383910;0.073788;-0.251922,
2022-12-27 13:56:07.764772;0.396962;0.068290;-0.276312,
2022-12-27 13:56:07.774829;0.370391;-0.060557;-0.226637,
2022-12-27 13:56:07.784888;0.289068;-0.274597;-0.109768,
2022-12-27 13:56:07.794947;0.246285;-0.454598;0.027595,
2022-12-27 13:56:07.805004;0.307708;-0.519914;0.085630,
2022-12-27 13:56:07.815062;0.521463;-0.311151;0.047869,
2022-12-27 13:56:07.825120;0.801104;0.015798;-0.024507,
2022-12-27 13:56:07.835179;0.915282;0.177419;-0.085998,
2022-12-27 13:56:07.845236;0.851788;0.237085;-0.069492,
2022-12-27 13:56:07.855294;0.674533;0.229298;0.017061,
2022-12-27 13:56:07.865354;0.446102;0.212530;0.117502,
2022-12-27 13:56:07.875411;0.244847;0.168721;0.201088,
2022-12-27 13:56:07.885469;0.163938;0.170286;0.273358,
2022-12-27 13:56:07.895527;0.160221;0.217678;0.320467,
2022-12-27 13:56:07.905585;0.213266;0.311476;0.315175,
2022-12-27 13:56:07.915643;0.305801;0.460376;0.247258,
2022-12-27 13:56:07.925701;0.401087;0.562606;0.122254,
2022-12-27 13:56:07.935760;0.501589;0.594647;-0.009881,
2022-12-27 13:56:07.945818;0.603268;0.617037;-0.122730,
2022-12-27 13:56:07.955876;0.694664;0.604816;-0.177000,
2022-12-27 13:56:07.965934;0.723529;0.613768;-0.160641,
2022-12-27 13:56:07.975992;0.707993;0.655436;-0.122408,
2022-12-27 13:56:07.986050;0.676414;0.766246;-0.112656,
2022-12-27 13:56:07.996108;0.663458;0.914058;-0.167618,
2022-12-27 13:56:08.006166;0.647596;1.099685;-0.271514,
2022-12-27 13:56:08.016225;0.594459;1.285032;-0.393207,
2022-12-27 13:56:08.026283;0.500548;1.363337;-0.490408,
2022-12-27 13:56:08.036341;0.423728;1.363516;-0.530430,
2022-12-27 13:56:08.096690;0.692853;1.001606;-0.655810,
2022-12-27 13:56:08.046399;0.420644;1.294320;-0.536476,
2022-12-27 13:56:08.056457;0.511037;1.207627;-0.534589,
2022-12-27 13:56:08.106748;0.566606;0.846357;-0.727426,
2022-12-27 13:56:08.066515;0.657496;1.115335;-0.539405,
2022-12-27 13:56:08.116806;0.441131;0.637574;-0.800113,
2022-12-27 13:56:08.076573;0.769581;1.061606;-0.553876,
2022-12-27 13:56:08.126864;0.320933;0.440219;-0.889341,
2022-12-27 13:56:08.086632;0.776520;1.054982;-0.591075,
2022-12-27 13:56:08.136922;0.279491;0.325564;-1.027987,
2022-12-27 13:56:08.146980;0.386811;0.366563;-1.186707,
2022-12-27 13:56:08.157038;0.605924;0.486228;-1.378219,
2022-12-27 13:56:08.167097;0.850673;0.653740;-1.578677,
2022-12-27 13:56:08.177155;0.956758;0.787666;-1.720696,
2022-12-27 13:56:08.187213;0.900961;0.893616;-1.747447,
2022-12-27 13:56:08.197271;0.747984;0.855340;-1.667460,
2022-12-27 13:56:08.207329;0.549931;0.666117;-1.487606,
2022-12-27 13:56:08.217387;0.379082;0.529444;-1.207150,
2022-12-27 13:56:08.227445;0.234625;0.457763;-0.937450,
2022-12-27 13:56:08.237504;0.122564;0.484823;-0.703377,
2022-12-27 13:56:08.247562;0.013816;0.600524;-0.521090,
2022-12-27 13:56:08.257620;-0.125498;0.721212;-0.361710,
2022-12-27 13:56:08.267678;-0.345451;0.741829;-0.207997,
2022-12-27 13:56:08.277736;-0.570913;0.661517;-0.057850,
2022-12-27 13:56:08.287794;-0.705853;0.540124;0.069412,
2022-12-27 13:56:08.297852;-0.727161;0.437496;0.177791,
2022-12-27 13:56:08.307910;-0.694580;0.323935;0.295571,
2022-12-27 13:56:08.317969;-0.660967;0.220355;0.428931,
2022-12-27 13:56:08.328027;-0.635944;0.119523;0.566954,
2022-12-27 13:56:08.338085;-0.565378;0.016112;0.691245,
2022-12-27 13:56:08.348143;-0.439286;-0.084070;0.776570,
2022-12-27 13:56:08.358201;-0.275423;-0.206179;0.821000,
2022-12-27 13:56:08.368259;-0.130010;-0.376129;0.871638,
2022-12-27 13:56:08.378317;-0.049189;-0.571650;0.915375,
2022-12-27 13:56:08.388377;-0.014432;-0.766680;0.913264,
2022-12-27 13:56:08.398434;0.046313;-0.909328;0.862765,
2022-12-27 13:56:08.408492;0.108112;-0.965258;0.781043,
2022-12-27 13:56:08.418550;0.142716;-0.908922;0.685615,
2022-12-27 13:56:08.428608;0.113636;-0.874595;0.634735,
2022-12-27 13:56:08.438666;0.060212;-0.929623;0.649208,
2022-12-27 13:56:08.448724;0.033151;-0.987974;0.706572,
2022-12-27 13:56:08.458783;0.006342;-1.036508;0.780478,
2022-12-27 13:56:08.468841;-0.052983;-1.094621;0.858301,
2022-12-27 13:56:08.478899;-0.176866;-1.166016;0.970081,
2022-12-27 13:56:08.488957;-0.369623;-1.258394;1.109418,
2022-12-27 13:56:08.499015;-0.581174;-1.415811;1.180100,
2022-12-27 13:56:08.509073;-0.719400;-1.548171;1.138911,
2022-12-27 13:56:08.519131;-0.690097;-1.558126;0.986919,
2022-12-27 13:56:08.529190;-0.544546;-1.466016;0.792767,
2022-12-27 13:56:08.700178;-0.693535;-0.914374;0.583712,
2022-12-27 13:56:08.539248;-0.406903;-1.398948;0.607552,
2022-12-27 13:56:08.549306;-0.343785;-1.333741;0.467105,
2022-12-27 13:56:08.710236;-0.823735;-0.846330;0.534003,
2022-12-27 13:56:08.720294;-0.844086;-0.760919;0.455781,
2022-12-27 13:56:08.559364;-0.353735;-1.219947;0.380115,
2022-12-27 13:56:08.730352;-0.730275;-0.652901;0.357262,
2022-12-27 13:56:08.740410;-0.524488;-0.538384;0.265012,
2022-12-27 13:56:08.750469;-0.283324;-0.497990;0.206180,
2022-12-27 13:56:08.760527;-0.072576;-0.496068;0.220723,
2022-12-27 13:56:08.569422;-0.400985;-1.116188;0.371395,
2022-12-27 13:56:08.579480;-0.483292;-1.077383;0.425097,
2022-12-27 13:56:08.589538;-0.576120;-1.118966;0.533809,
2022-12-27 13:56:08.770585;0.005660;-0.487110;0.299979,
2022-12-27 13:56:08.780643;-0.079796;-0.547098;0.403901,
2022-12-27 13:56:08.599596;-0.730221;-1.206297;0.679077,
2022-12-27 13:56:08.790701;-0.228995;-0.619704;0.521669,
2022-12-27 13:56:08.609655;-0.872137;-1.335762;0.760870,
2022-12-27 13:56:08.800759;-0.376550;-0.648332;0.612360,
2022-12-27 13:56:08.619713;-0.890553;-1.429827;0.762619,
2022-12-27 13:56:08.629771;-0.789405;-1.496310;0.711499,
2022-12-27 13:56:08.639829;-0.604193;-1.455621;0.630816,
2022-12-27 13:56:08.810817;-0.493010;-0.610261;0.650399,
2022-12-27 13:56:08.649887;-0.435291;-1.319643;0.571359,
2022-12-27 13:56:08.659945;-0.340360;-1.185303;0.553041,
2022-12-27 13:56:08.670003;-0.333545;-1.078183;0.558922,
2022-12-27 13:56:08.680062;-0.410741;-1.029573;0.574985,
2022-12-27 13:56:08.690120;-0.540654;-0.988117;0.586375,
2022-12-27 13:56:08.820876;-0.556349;-0.528445;0.626163,
2022-12-27 13:56:08.830934;-0.530266;-0.394775;0.544141,
2022-12-27 13:56:08.840992;-0.401173;-0.253553;0.423742,
2022-12-27 13:56:08.851050;-0.209571;-0.159670;0.317480,
2022-12-27 13:56:08.901341;-0.186851;-0.201278;0.515780,
2022-12-27 13:56:08.861108;-0.035141;-0.078048;0.275600,
2022-12-27 13:56:08.911399;-0.214914;-0.193306;0.559556,
2022-12-27 13:56:08.871166;0.036323;-0.042499;0.291628,
2022-12-27 13:56:08.881224;-0.002481;-0.089255;0.348720,
2022-12-27 13:56:08.921457;-0.176252;-0.131159;0.533272,
2022-12-27 13:56:08.891283;-0.101497;-0.154828;0.438153,
2022-12-27 13:56:08.931515;-0.092954;-0.076587;0.422725,
2022-12-27 13:56:09.102504;0.511371;-0.721832;-0.526597,
2022-12-27 13:56:08.941573;0.003597;-0.044532;0.236477,
2022-12-27 13:56:08.951631;0.063175;-0.052304;0.025071,
2022-12-27 13:56:08.961690;0.080832;-0.127055;-0.197615,
2022-12-27 13:56:09.112562;0.717272;-0.761979;-0.452969,
2022-12-27 13:56:08.971748;0.081396;-0.224923;-0.426142,
2022-12-27 13:56:09.122620;0.962096;-0.666555;-0.400008,
2022-12-27 13:56:09.132678;1.084571;-0.562234;-0.330846,
2022-12-27 13:56:08.981806;0.106295;-0.291542;-0.659057,
2022-12-27 13:56:08.991864;0.182720;-0.312183;-0.909279,
2022-12-27 13:56:09.001922;0.333316;-0.286564;-1.185864,
2022-12-27 13:56:09.011980;0.518282;-0.198633;-1.443615,
2022-12-27 13:56:09.022038;0.664076;-0.042809;-1.648513,
2022-12-27 13:56:09.142736;1.013655;-0.511738;-0.243430,
2022-12-27 13:56:09.152794;0.815277;-0.522752;-0.157480,
2022-12-27 13:56:09.032097;0.735979;0.083212;-1.759403,
2022-12-27 13:56:09.042155;0.727465;0.039036;-1.775458,
2022-12-27 13:56:09.052213;0.699146;-0.123522;-1.688662,
2022-12-27 13:56:09.062271;0.660975;-0.305001;-1.503577,
2022-12-27 13:56:09.072329;0.583903;-0.422567;-1.241614,
2022-12-27 13:56:09.082387;0.474756;-0.524387;-0.933681,
2022-12-27 13:56:09.092446;0.423246;-0.618387;-0.674170,
2022-12-27 13:56:09.162853;0.581216;-0.560309;-0.079296,
2022-12-27 13:56:09.172911;0.342019;-0.552818;-0.021208,
2022-12-27 13:56:09.182969;0.110076;-0.476490;0.008074,
2022-12-27 13:56:09.303667;0.555906;0.419526;-0.814952,
2022-12-27 13:56:09.193027;-0.011257;-0.429577;-0.078768,
2022-12-27 13:56:09.203085;0.067421;-0.360774;-0.211792,
2022-12-27 13:56:09.313725;0.498209;0.390171;-0.680719,
2022-12-27 13:56:09.323783;0.436891;0.272328;-0.523970,
2022-12-27 13:56:09.213143;0.284418;-0.210946;-0.355394,
2022-12-27 13:56:09.333841;0.404043;0.117472;-0.346038,
2022-12-27 13:56:09.223201;0.527701;-0.051607;-0.477460,
2022-12-27 13:56:09.343899;0.400545;0.011483;-0.177961,
2022-12-27 13:56:09.233260;0.721287;0.106053;-0.559889,
2022-12-27 13:56:09.353957;0.378750;-0.077807;-0.040524,
2022-12-27 13:56:09.364016;0.352696;-0.127022;0.059248,
2022-12-27 13:56:09.374074;0.333707;-0.125290;0.127313,
2022-12-27 13:56:09.243318;0.818041;0.181640;-0.646253,
2022-12-27 13:56:09.384132;0.309465;-0.087183;0.153736,
2022-12-27 13:56:09.253376;0.844801;0.262200;-0.736719,
2022-12-27 13:56:09.394190;0.272914;-0.057703;0.133780,
2022-12-27 13:56:09.263434;0.823135;0.313008;-0.815085,
2022-12-27 13:56:09.404248;0.247398;-0.039220;0.064743,
2022-12-27 13:56:09.273492;0.770414;0.368090;-0.883884,
2022-12-27 13:56:09.414306;0.248533;-0.007613;-0.015816,
2022-12-27 13:56:09.283550;0.703283;0.422240;-0.920723,
2022-12-27 13:56:09.424364;0.251574;0.053357;-0.054636,
2022-12-27 13:56:09.293608;0.628529;0.439541;-0.898435,
2022-12-27 13:56:09.434423;0.238585;0.093680;-0.011323,
2022-12-27 13:56:09.444481;0.188950;0.074656;0.098620,
2022-12-27 13:56:09.454539;0.101666;0.055406;0.227376,
2022-12-27 13:56:09.464597;-0.033958;0.045451;0.328429,
2022-12-27 13:56:09.474655;-0.175198;0.178909;0.377596,
2022-12-27 13:56:09.484713;-0.312356;0.326238;0.377326,
2022-12-27 13:56:09.494771;-0.444466;0.402058;0.382969,
2022-12-27 13:56:09.504830;-0.571210;0.421109;0.450269,
2022-12-27 13:56:09.514888;-0.654499;0.409170;0.565722,
2022-12-27 13:56:09.524946;-0.622646;0.424812;0.664182,
2022-12-27 13:56:09.535004;-0.474866;0.486801;0.753036,
2022-12-27 13:56:09.545062;-0.285332;0.494875;0.853742,
2022-12-27 13:56:09.555120;-0.101483;0.539997;0.954102,
2022-12-27 13:56:09.565179;-0.008915;0.575499;1.023282,
2022-12-27 13:56:09.575237;-0.027577;0.694908;1.092527,
2022-12-27 13:56:09.585295;-0.135411;0.851850;1.142958,
2022-12-27 13:56:09.595353;-0.315865;0.900506;1.144651,
2022-12-27 13:56:09.605411;-0.482325;0.926725;1.107034,
2022-12-27 13:56:09.615469;-0.604595;0.998672;1.042481,
2022-12-27 13:56:09.625527;-0.653419;1.047384;0.930647,
2022-12-27 13:56:09.635586;-0.609393;1.100491;0.840144,
2022-12-27 13:56:09.645644;-0.516169;1.086455;0.781500,
2022-12-27 13:56:09.655702;-0.445433;0.998594;0.797980,
2022-12-27 13:56:09.665760;-0.416991;0.892789;0.865256,
2022-12-27 13:56:09.675818;-0.438977;0.771301;0.962054,
2022-12-27 13:56:09.685877;-0.508932;0.670741;1.093025,
2022-12-27 13:56:09.695935;-0.590420;0.585998;1.247003,
2022-12-27 13:56:09.705993;-0.609757;0.545148;1.377352,
2022-12-27 13:56:09.716052;-0.590970;0.611695;1.474810,
2022-12-27 13:56:09.726109;-0.596186;0.647556;1.516473,
2022-12-27 13:56:09.736167;-0.579467;0.656330;1.529581,
2022-12-27 13:56:09.746225;-0.548290;0.653672;1.509005,
2022-12-27 13:56:09.756284;-0.552770;0.612967;1.485936,
2022-12-27 13:56:09.766342;-0.604666;0.514830;1.481046,
2022-12-27 13:56:09.776400;-0.678381;0.318854;1.498098,
2022-12-27 13:56:09.786458;-0.717745;0.164176;1.491356,
2022-12-27 13:56:09.796516;-0.720322;0.023025;1.451838,
2022-12-27 13:56:09.806574;-0.723258;-0.016645;1.396948,
2022-12-27 13:56:09.816632;-0.767184;0.045565;1.300729,
2022-12-27 13:56:09.826691;-0.813631;0.147243;1.138016,
2022-12-27 13:56:09.836749;-0.825681;0.229428;0.929828,
2022-12-27 13:56:09.846807;-0.764561;0.270048;0.726066,
2022-12-27 13:56:09.856865;-0.655330;0.302067;0.541948,
2022-12-27 13:56:09.866923;-0.512655;0.321081;0.398313,
2022-12-27 13:56:09.876981;-0.375039;0.322603;0.321456,
2022-12-27 13:56:09.887040;-0.282467;0.268831;0.317071,
2022-12-27 13:56:09.897098;-0.233618;0.173036;0.335836,
2022-12-27 13:56:09.907156;-0.208139;0.042702;0.362167,
2022-12-27 13:56:09.917214;-0.196201;-0.099023;0.364062,
2022-12-27 13:56:09.927272;-0.159411;-0.210868;0.301884,
2022-12-27 13:56:09.937330;-0.096981;-0.237956;0.216249,
2022-12-27 13:56:09.947388;-0.039199;-0.175190;0.127056,
2022-12-27 13:56:09.957447;0.002825;-0.086527;0.016844,
2022-12-27 13:56:09.967505;0.022120;-0.006970;-0.096442,
2022-12-27 13:56:09.977563;0.026223;0.052633;-0.201651,
2022-12-27 13:56:09.987621;0.000765;0.092467;-0.286309,
2022-12-27 13:56:09.997679;-0.041537;0.094773;-0.334940,
2022-12-27 13:56:10.007737;-0.093470;0.062448;-0.359117,
2022-12-27 13:56:10.017797;-0.128013;0.035192;-0.381631,
2022-12-27 13:56:10.027854;-0.122637;0.034488;-0.408876,
2022-12-27 13:56:10.037912;-0.070132;0.054052;-0.448164,
2022-12-27 13:56:10.047970;0.018842;0.075530;-0.497807,
2022-12-27 13:56:10.058028;0.078308;0.096025;-0.527325,
2022-12-27 13:56:10.068086;0.065687;0.108112;-0.528417,
2022-12-27 13:56:10.078145;-0.001426;0.118623;-0.525739,
2022-12-27 13:56:10.088203;-0.088253;0.142315;-0.499826,
2022-12-27 13:56:10.098261;-0.170916;0.143230;-0.451052,
2022-12-27 13:56:10.108319;-0.218572;0.147485;-0.381012,
2022-12-27 13:56:10.118377;-0.230115;0.181949;-0.308093,
2022-12-27 13:56:10.128436;-0.217827;0.176425;-0.239585,
2022-12-27 13:56:10.138493;-0.191493;0.129721;-0.164809,
2022-12-27 13:56:10.148552;-0.168072;0.099679;-0.069352,
2022-12-27 13:56:10.158610;-0.139227;0.047982;0.023116,
2022-12-27 13:56:10.168668;-0.135536;0.023406;0.075942,
2022-12-27 13:56:10.178726;-0.130915;-0.007685;0.056568,
2022-12-27 13:56:10.188784;-0.118310;-0.013284;-0.015385,
2022-12-27 13:56:10.198842;-0.111291;0.021376;-0.137627,
2022-12-27 13:56:10.208901;-0.117375;0.116968;-0.285406,
2022-12-27 13:56:10.218959;-0.157341;0.190813;-0.405495,
2022-12-27 13:56:10.229017;-0.219098;0.214430;-0.448892,
2022-12-27 13:56:10.239075;-0.254221;0.189819;-0.440205,
2022-12-27 13:56:10.249133;-0.250362;0.123344;-0.397502,
2022-12-27 13:56:10.259191;-0.218686;0.061832;-0.345902,
2022-12-27 13:56:10.269250;-0.179818;0.035434;-0.283441,
2022-12-27 13:56:10.279308;-0.180302;-0.058730;-0.237431,
2022-12-27 13:56:10.289366;-0.185710;-0.147360;-0.216360,
2022-12-27 13:56:10.299424;-0.173983;-0.206486;-0.248053,
2022-12-27 13:56:10.309482;-0.157942;-0.169587;-0.326102,
2022-12-27 13:56:10.319540;-0.144996;-0.071574;-0.430790,
2022-12-27 13:56:10.329600;-0.141217;-0.013012;-0.525957,
2022-12-27 13:56:10.339657;-0.150113;-0.014637;-0.577394,
2022-12-27 13:56:10.349715;-0.150708;-0.056796;-0.617537,
2022-12-27 13:56:10.359773;-0.120483;-0.095308;-0.681190,
2022-12-27 13:56:10.369831;-0.063051;-0.071429;-0.755125,
2022-12-27 13:56:10.379889;-0.020608;-0.001115;-0.820628,
2022-12-27 13:56:10.389948;-0.023148;0.094176;-0.820527,
2022-12-27 13:56:10.400006;-0.095203;0.134438;-0.767503,
2022-12-27 13:56:10.410064;-0.218165;0.126111;-0.658190,
2022-12-27 13:56:10.420122;-0.371921;0.122978;-0.486166,
2022-12-27 13:56:10.430180;-0.537592;0.108726;-0.307832,
2022-12-27 13:56:10.440238;-0.686617;0.130156;-0.143399,
2022-12-27 13:56:10.450297;-0.796289;0.212127;-0.015791,
2022-12-27 13:56:10.460355;-0.877084;0.299786;0.008704,
2022-12-27 13:56:10.470413;-0.850251;0.307195;-0.083668,
2022-12-27 13:56:10.480471;-0.717083;0.396858;-0.175508,
2022-12-27 13:56:10.490529;-0.547146;0.466303;-0.255935,
2022-12-27 13:56:10.500587;-0.409470;0.457523;-0.296956,
2022-12-27 13:56:10.510646;-0.337407;0.332448;-0.294641,
2022-12-27 13:56:10.711808;0.045389;-0.045821;0.010165,
2022-12-27 13:56:10.520704;-0.308292;0.175766;-0.257883,
2022-12-27 13:56:10.530762;-0.321463;0.019833;-0.214798,
2022-12-27 13:56:10.540821;-0.370053;-0.097519;-0.181279,
2022-12-27 13:56:10.721867;0.046865;-0.052039;0.011799,
2022-12-27 13:56:10.731925;0.056624;-0.048812;-0.002467,
2022-12-27 13:56:10.741982;0.066893;-0.060240;-0.016043,
2022-12-27 13:56:10.752042;0.054835;-0.044968;0.012503,
2022-12-27 13:56:10.550878;-0.406393;-0.186935;-0.205482,
2022-12-27 13:56:10.762100;-0.012497;-0.009285;0.046905,
2022-12-27 13:56:10.560936;-0.397511;-0.235767;-0.280955,
2022-12-27 13:56:10.772157;-0.107012;0.048874;0.091856,
2022-12-27 13:56:10.782216;-0.196832;0.097443;0.106071,
2022-12-27 13:56:10.570996;-0.288493;-0.201794;-0.370406,
2022-12-27 13:56:10.792273;-0.231791;0.129528;0.088325,
2022-12-27 13:56:10.912971;1.733758;0.284631;-0.110728,
2022-12-27 13:56:10.581053;-0.090705;-0.103685;-0.460764,
2022-12-27 13:56:10.802331;-0.201891;0.149877;0.080057,
2022-12-27 13:56:10.923029;2.059663;0.458947;-0.165890,
2022-12-27 13:56:10.591111;0.128682;0.042175;-0.534140,
2022-12-27 13:56:10.933089;2.408627;0.582533;-0.249705,
2022-12-27 13:56:10.812391;-0.121157;0.113232;0.075069,
2022-12-27 13:56:10.601169;0.299775;0.170684;-0.563466,
2022-12-27 13:56:10.822448;0.012954;0.064000;0.083764,
2022-12-27 13:56:10.611228;0.381336;0.237728;-0.585680,
2022-12-27 13:56:10.621285;0.375598;0.255907;-0.601928,
2022-12-27 13:56:10.631344;0.317829;0.210556;-0.626992,
2022-12-27 13:56:10.641402;0.242973;0.174268;-0.621690,
2022-12-27 13:56:10.651460;0.150860;0.132047;-0.556916,
2022-12-27 13:56:10.943146;2.794656;0.696992;-0.306232,
2022-12-27 13:56:10.953204;3.209929;0.821250;-0.346581,
