ts;x;y;z
2022-12-27 13:56:03.610776;-1.222555;-0.994611;-2.089776,
2022-12-27 13:56:03.620833;-0.988878;0.181545;-0.525182,
2022-12-27 13:56:03.630892;-0.635252;0.787965;-1.213354,
2022-12-27 13:56:03.640949;0.463908;-0.387904;-2.913792,
2022-12-27 13:56:03.651008;-0.954852;0.401980;-7.151101,
2022-12-27 13:56:03.661067;-3.720893;2.635918;-2.599768,
2022-12-27 13:56:03.671125;-0.629442;0.876663;0.291498,
2022-12-27 13:56:03.681183;0.447947;1.714339;-0.000143,
2022-12-27 13:56:03.691241;-1.749390;1.110989;-1.978254,
2022-12-27 13:56:03.701299;-2.381759;0.476039;-2.636267,
2022-12-27 13:56:03.711357;-1.561531;0.598151;-2.188297,
2022-12-27 13:56:03.721415;-0.046705;0.227540;-2.291747,
2022-12-27 13:56:03.731472;1.322700;-0.220933;-2.612682,
2022-12-27 13:56:03.741531;1.594640;-0.085027;-2.605253,
2022-12-27 13:56:03.751589;1.358296;-0.088982;-2.894902,
2022-12-27 13:56:03.761647;0.165880;-0.267370;-3.495161,
2022-12-27 13:56:03.771705;-1.230278;-0.371985;-3.816608,
2022-12-27 13:56:03.781763;-1.706475;0.732715;-3.804456,
2022-12-27 13:56:03.791822;-1.639981;2.039238;-3.073731,
2022-12-27 13:56:03.801880;-1.589828;1.894612;-2.000129,
2022-12-27 13:56:03.811938;-1.315964;1.481463;-1.128465,
2022-12-27 13:56:03.821996;-0.958572;0.995075;-0.811651,
2022-12-27 13:56:03.832054;-0.466939;0.523015;-0.964647,
2022-12-27 13:56:03.842112;0.003907;0.121089;-1.523915,
2022-12-27 13:56:03.852170;0.699791;-0.214953;-2.149498,
2022-12-27 13:56:03.862228;0.941058;-0.015877;-2.536759,
2022-12-27 13:56:03.872286;0.339881;0.858065;-2.491333,
2022-12-27 13:56:03.882344;-0.189568;2.021485;-2.112317,
2022-12-27 13:56:03.892402;-0.604084;3.296706;-1.244362,
2022-12-27 13:56:03.902460;-0.937440;3.042085;0.046282,
2022-12-27 13:56:03.912518;-1.797585;2.014437;1.009376,
2022-12-27 13:56:03.922577;-2.730682;1.005507;1.323747,
2022-12-27 13:56:03.932635;-2.750295;0.588042;0.844671,
2022-12-27 13:56:03.942693;-1.987695;0.824070;-0.251044,
2022-12-27 13:56:03.952751;-0.868949;1.278732;-1.233612,
2022-12-27 13:56:03.962809;0.860063;1.647445;-1.588064,
2022-12-27 13:56:03.972867;1.803195;2.016373;-1.363267,
2022-12-27 13:56:03.982925;1.338400;2.689860;-0.778504,
2022-12-27 13:56:03.992982;0.160393;2.623451;-0.104493,
2022-12-27 13:56:04.003041;-0.910980;2.330776;0.305119,
2022-12-27 13:56:04.013099;-1.564060;1.824150;0.148183,
2022-12-27 13:56:04.023157;-2.010252;1.660160;-0.340556,
2022-12-27 13:56:04.033215;-1.786284;1.794936;-1.076375,
2022-12-27 13:56:04.043273;0.043901;2.217788;-1.511147,
2022-12-27 13:56:04.053332;2.362144;2.512404;-1.347940,
2022-12-27 13:56:04.063390;2.976147;2.872384;-0.676202,
2022-12-27 13:56:04.073448;1.871388;3.109338;0.142353,
2022-12-27 13:56:04.083506;0.301728;3.062156;0.704606,
2022-12-27 13:56:04.093564;-0.871101;2.644511;1.099569,
2022-12-27 13:56:04.103621;-1.451456;1.818646;1.085938,
2022-12-27 13:56:04.113680;-1.099230;1.506838;0.469007,
2022-12-27 13:56:04.123738;0.297750;1.769272;-0.630358,
2022-12-27 13:56:04.133796;2.081261;2.131887;-1.420240,
2022-12-27 13:56:04.143854;2.213055;2.234258;-1.564841,
2022-12-27 13:56:04.153912;1.240866;2.302908;-1.482872,
2022-12-27 13:56:04.163970;0.177024;2.541475;-1.147623,
2022-12-27 13:56:04.174028;-0.995602;2.264511;-0.236168,
2022-12-27 13:56:04.184087;-1.290526;1.756871;0.536382,
2022-12-27 13:56:04.194145;-0.777137;1.336239;0.945857,
2022-12-27 13:56:04.204203;-0.118057;0.929297;1.094380,
2022-12-27 13:56:04.214261;0.389616;0.716433;1.039697,
2022-12-27 13:56:04.224319;0.500832;0.408916;0.588535,
2022-12-27 13:56:04.234377;0.367383;0.297213;-0.096060,
2022-12-27 13:56:04.244435;0.083471;0.438418;-0.952983,
2022-12-27 13:56:04.254493;-0.213004;0.387732;-1.852478,
2022-12-27 13:56:04.264551;-0.023867;0.423408;-2.401452,
2022-12-27 13:56:04.274609;0.274792;0.816265;-2.464480,
2022-12-27 13:56:04.284667;0.336014;1.237364;-2.055740,
2022-12-27 13:56:04.294726;0.284262;1.101277;-1.363904,
2022-12-27 13:56:04.304784;0.401631;1.026377;-0.809945,
2022-12-27 13:56:04.314842;0.567036;1.157257;-0.534753,
2022-12-27 13:56:04.324900;0.794099;1.318225;-0.357717,
2022-12-27 13:56:04.334958;0.958341;1.488940;-0.194410,
2022-12-27 13:56:04.345016;0.826604;1.547149;-0.063654,
2022-12-27 13:56:04.355074;0.675882;1.646121;0.086724,
2022-12-27 13:56:04.365132;0.474489;2.102305;0.480183,
2022-12-27 13:56:04.375190;0.401047;2.315886;1.007607,
2022-12-27 13:56:04.385248;0.343170;2.087324;1.350204,
2022-12-27 13:56:04.395306;0.320178;1.749561;1.483686,
2022-12-27 13:56:04.405364;0.311053;1.860284;1.428618,
2022-12-27 13:56:04.415423;0.212982;2.010402;1.492607,
2022-12-27 13:56:04.425481;0.016639;1.914299;1.513948,
2022-12-27 13:56:04.435539;-0.101105;1.638622;1.266408,
2022-12-27 13:56:04.445597;-0.068478;1.601972;0.899827,
2022-12-27 13:56:04.455655;-0.083852;1.691359;0.511605,
2022-12-27 13:56:04.465713;-0.209019;1.847956;0.172901,
2022-12-27 13:56:04.475771;-0.474045;2.168227;0.175518,
2022-12-27 13:56:04.485829;-0.447022;2.100609;0.371501,
2022-12-27 13:56:04.495887;-0.357957;1.728106;0.515054,
2022-12-27 13:56:04.505945;-0.341974;1.594741;0.665151,
2022-12-27 13:56:04.516003;-0.397686;1.625621;0.814786,
2022-12-27 13:56:04.526061;-0.282961;1.409202;0.604795,
2022-12-27 13:56:04.536120;0.022988;1.192741;0.332461,
2022-12-27 13:56:04.546177;0.352494;1.251496;0.409780,
2022-12-27 13:56:04.556236;0.403728;1.397636;0.607445,
2022-12-27 13:56:04.566294;0.324009;1.135981;0.838072,
2022-12-27 13:56:04.576352;0.237969;0.772549;0.862920,
2022-12-27 13:56:04.586410;0.188293;0.682599;0.595199,
2022-12-27 13:56:04.596468;0.146510;0.554061;0.313841,
2022-12-27 13:56:04.606526;0.056745;0.225884;-0.045966,
2022-12-27 13:56:04.616584;0.033076;-0.040092;-0.452722,
2022-12-27 13:56:04.626642;0.209389;0.083625;-0.753290,
2022-12-27 13:56:04.636700;0.199632;0.374512;-0.959668,
2022-12-27 13:56:04.646758;-0.079591;0.561605;-1.061069,
2022-12-27 13:56:04.656816;-0.100217;0.317836;-0.922335,
2022-12-27 13:56:04.666874;0.163237;0.109334;-0.650496,
2022-12-27 13:56:04.676932;0.067350;0.157300;-0.472995,
2022-12-27 13:56:04.686990;-0.106316;0.145658;-0.238585,
2022-12-27 13:56:04.697048;-0.300859;0.017991;-0.018990,
2022-12-27 13:56:04.707106;-0.504171;-0.172870;0.071478,
2022-12-27 13:56:04.717164;-0.650925;-0.513872;0.120274,
2022-12-27 13:56:04.727222;-0.686891;-0.704157;0.076297,
2022-12-27 13:56:04.737280;-0.702764;-0.507596;0.066166,
2022-12-27 13:56:04.747338;-0.724195;-0.059718;0.067604,
2022-12-27 13:56:04.757396;-0.586602;0.269800;0.339489,
2022-12-27 13:56:04.767455;-0.330190;0.238846;0.967400,
2022-12-27 13:56:04.777513;-0.203777;0.119562;1.616845,
2022-12-27 13:56:04.787571;-0.138177;0.148935;1.851235,
2022-12-27 13:56:04.797629;-0.094859;-0.006637;2.103483,
2022-12-27 13:56:04.807687;-0.211301;-0.160652;2.048050,
2022-12-27 13:56:04.817745;-0.403453;-0.156511;1.507082,
2022-12-27 13:56:04.827803;-0.554893;0.052464;0.759719,
2022-12-27 13:56:04.837861;-0.523500;0.255983;-0.049036,
2022-12-27 13:56:04.847919;-0.565831;0.448337;-0.594777,
2022-12-27 13:56:04.857977;-0.401126;0.526121;-0.774230,
2022-12-27 13:56:04.868035;-0.087437;0.607799;-0.531929,
2022-12-27 13:56:04.878094;0.018571;0.643806;-0.205923,
2022-12-27 13:56:04.888152;0.081981;0.480402;0.077534,
2022-12-27 13:56:04.898210;0.064447;0.144868;0.112302,
2022-12-27 13:56:04.908268;0.055929;-0.290957;-0.137078,
2022-12-27 13:56:04.918326;0.085050;-0.448754;-0.544435,
2022-12-27 13:56:04.928384;0.269769;-0.280083;-0.916981,
2022-12-27 13:56:04.938442;0.409488;-0.025177;-1.061220,
2022-12-27 13:56:04.948500;0.466124;0.049460;-0.932083,
2022-12-27 13:56:04.958558;0.464747;-0.180665;-0.579745,
2022-12-27 13:56:04.968616;0.267943;-0.549142;-0.203914,
2022-12-27 13:56:04.978674;0.052071;-0.607529;0.059280,
2022-12-27 13:56:04.988732;-0.066144;-0.564451;0.157459,
2022-12-27 13:56:04.998791;-0.059671;-0.532647;0.103763,
2022-12-27 13:56:05.008849;0.029819;-0.404962;-0.092771,
2022-12-27 13:56:05.018907;0.114862;-0.124479;-0.216982,
2022-12-27 13:56:05.028965;-0.000216;-0.148843;-0.131348,
2022-12-27 13:56:05.039023;-0.190319;-0.696069;-0.189382,
2022-12-27 13:56:05.049081;-0.398868;-1.060580;-0.428272,
2022-12-27 13:56:05.059139;-0.466928;-1.045047;-0.757384,
2022-12-27 13:56:05.069197;-0.442750;-0.918656;-0.977283,
2022-12-27 13:56:05.079255;-0.516864;-0.886120;-1.042170,
2022-12-27 13:56:05.089313;-0.510874;-0.984028;-1.071750,
2022-12-27 13:56:05.099371;-0.414126;-1.122394;-1.156208,
2022-12-27 13:56:05.109430;-0.289141;-0.933495;-0.979418,
2022-12-27 13:56:05.119488;-0.202562;-0.822091;-0.652898,
2022-12-27 13:56:05.129546;-0.140262;-0.737689;-0.246900,
2022-12-27 13:56:05.139604;-0.122358;-0.651562;0.044745,
2022-12-27 13:56:05.149662;-0.251294;-0.807497;0.114781,
2022-12-27 13:56:05.159720;-0.388439;-0.891928;-0.017735,
2022-12-27 13:56:05.169778;-0.352768;-0.797556;-0.260840,
2022-12-27 13:56:05.179836;-0.428530;-0.649184;-0.440891,
2022-12-27 13:56:05.189894;-0.521339;-0.645174;-0.813217,
2022-12-27 13:56:05.199952;-0.624067;-1.009565;-0.928899,
2022-12-27 13:56:05.210010;-0.428032;-0.979129;-0.938718,
2022-12-27 13:56:05.220069;-0.311502;-0.858885;-0.752363,
2022-12-27 13:56:05.230127;-0.214965;-0.743687;-0.420519,
2022-12-27 13:56:05.240185;-0.143315;-0.609278;-0.108975,
2022-12-27 13:56:05.250243;-0.133232;-0.600853;0.168480,
2022-12-27 13:56:05.260301;-0.072877;-0.665620;0.350694,
2022-12-27 13:56:05.270359;0.014781;-0.492205;0.510103,
2022-12-27 13:56:05.280417;0.197235;-0.207932;0.868142,
2022-12-27 13:56:05.290475;0.387836;-0.118946;1.294391,
2022-12-27 13:56:05.300533;0.420815;-0.051089;1.645022,
2022-12-27 13:56:05.310591;0.474216;0.074188;1.869732,
2022-12-27 13:56:05.320649;0.309186;0.027620;1.983921,
2022-12-27 13:56:05.330708;0.113833;-0.305352;2.027578,
2022-12-27 13:56:05.340766;-0.191638;-0.482625;1.873801,
2022-12-27 13:56:05.350824;-0.472123;-0.330286;1.078123,
2022-12-27 13:56:05.360882;-0.725977;-0.026979;0.088878,
2022-12-27 13:56:05.370940;-1.037784;-0.014721;-0.120134,
2022-12-27 13:56:05.380998;-1.264716;-0.222923;0.035030,
2022-12-27 13:56:05.391056;-1.403412;-0.388354;-0.004975,
2022-12-27 13:56:05.401114;-1.491123;-0.471458;-0.377389,
2022-12-27 13:56:05.411172;-1.601964;-0.509083;-0.798996,
2022-12-27 13:56:05.421230;-1.576408;-0.539542;-1.092552,
2022-12-27 13:56:05.431289;-1.627358;-0.568209;-1.133900,
2022-12-27 13:56:05.441347;-1.622469;-0.519740;-1.161782,
2022-12-27 13:56:05.451405;-1.536856;-0.377557;-1.114285,
2022-12-27 13:56:05.461463;-1.416625;-0.176366;-0.916066,
2022-12-27 13:56:05.471521;-1.299183;-0.021049;-0.588492,
2022-12-27 13:56:05.481579;-1.285872;0.010866;-0.412014,
2022-12-27 13:56:05.491637;-1.346663;-0.091132;-0.534557,
2022-12-27 13:56:05.501695;-1.369757;-0.194680;-0.937345,
2022-12-27 13:56:05.511753;-1.312250;-0.260030;-1.304322,
2022-12-27 13:56:05.521811;-1.148059;-0.236167;-1.540971,
2022-12-27 13:56:05.531871;-1.036674;-0.031965;-1.606038,
2022-12-27 13:56:05.541928;-0.949370;0.088033;-1.460090,
2022-12-27 13:56:05.551986;-0.817424;0.144655;-1.195994,
2022-12-27 13:56:05.562044;-0.651623;0.268847;-0.968019,
2022-12-27 13:56:05.572102;-0.384560;0.318992;-0.863767,
2022-12-27 13:56:05.582160;-0.017530;0.354753;-0.903811,
2022-12-27 13:56:05.592218;0.329171;0.251611;-1.020248,
2022-12-27 13:56:05.602276;0.549275;0.142572;-1.193402,
2022-12-27 13:56:05.612334;0.734220;0.192021;-1.331807,
2022-12-27 13:56:05.622392;0.941474;0.259018;-1.265540,
2022-12-27 13:56:05.632450;1.087055;0.248392;-1.025993,
2022-12-27 13:56:05.642509;1.231721;0.283517;-0.771631,
2022-12-27 13:56:05.652568;1.327711;0.392179;-0.526621,
2022-12-27 13:56:05.662626;1.380557;0.441405;-0.273525,
2022-12-27 13:56:05.672684;1.409804;0.485606;-0.112326,
2022-12-27 13:56:05.682742;1.291004;0.427609;-0.088291,
2022-12-27 13:56:05.692800;1.008927;0.348161;-0.164075,
2022-12-27 13:56:05.702858;0.851711;0.306340;-0.146099,
2022-12-27 13:56:05.712916;0.654379;0.367413;-0.219385,
2022-12-27 13:56:05.722974;0.578087;0.552262;-0.362989,
2022-12-27 13:56:05.733032;0.736457;0.739948;-0.454607,
2022-12-27 13:56:05.743090;1.119997;0.808155;-0.457464,
2022-12-27 13:56:05.753149;1.763864;0.816108;-0.382260,
2022-12-27 13:56:05.763207;2.560050;0.654606;-0.191797,
2022-12-27 13:56:05.773265;3.268371;0.346152;-0.015913,
2022-12-27 13:56:05.783323;3.943207;0.202392;0.077157,
2022-12-27 13:56:05.793380;4.555191;0.385865;0.098053,
2022-12-27 13:56:05.803439;4.925414;0.736266;0.194152,
2022-12-27 13:56:05.813497;5.194913;1.158691;0.557188,
2022-12-27 13:56:05.823555;5.033327;1.393812;0.913600,
2022-12-27 13:56:05.833613;4.532565;1.702323;0.947658,
2022-12-27 13:56:05.843671;3.945909;2.001511;0.853436,
2022-12-27 13:56:05.853730;3.471720;2.191480;0.962770,
2022-12-27 13:56:05.863788;3.293615;2.398904;1.304983,
2022-12-27 13:56:05.873846;3.243237;2.605637;1.854623,
2022-12-27 13:56:05.883904;3.041636;2.752132;2.288135,
2022-12-27 13:56:05.893962;2.793554;2.809793;2.315102,
2022-12-27 13:56:05.904020;2.455435;2.915324;1.938356,
2022-12-27 13:56:05.914077;2.186239;3.033622;1.405301,
2022-12-27 13:56:05.924136;1.821413;3.103188;0.814354,
2022-12-27 13:56:05.934194;1.367241;3.317397;0.205112,
2022-12-27 13:56:05.944252;0.940837;3.649972;-0.200326,
2022-12-27 13:56:05.954311;0.461834;3.796816;-0.427895,
2022-12-27 13:56:05.964369;-0.217425;3.617699;-0.745278,
2022-12-27 13:56:05.974427;-0.979641;3.459748;-1.084799,
2022-12-27 13:56:05.984485;-1.402846;3.271938;-1.478598,
2022-12-27 13:56:05.994543;-1.574107;3.030647;-1.782076,
2022-12-27 13:56:06.004601;-1.383891;2.809113;-1.821458,
2022-12-27 13:56:06.014659;-0.990553;2.831877;-1.568840,
2022-12-27 13:56:06.024717;-0.514705;3.049775;-0.830941,
2022-12-27 13:56:06.034775;-0.177976;3.377399;0.328222,
2022-12-27 13:56:06.044833;-0.182800;3.518019;1.144796,
2022-12-27 13:56:06.054892;-0.485574;2.847236;0.921545,
2022-12-27 13:56:06.064950;-0.734235;2.239295;-0.547691,
2022-12-27 13:56:06.075008;-0.830889;2.209122;-2.353609,
2022-12-27 13:56:06.085066;-0.778009;2.048517;-3.636546,
2022-12-27 13:56:06.095124;-0.620293;2.034485;-3.911882,
2022-12-27 13:56:06.105182;-0.369114;2.171866;-3.471663,
2022-12-27 13:56:06.115240;-0.205638;2.114078;-2.112343,
2022-12-27 13:56:06.125298;0.175651;1.968049;-0.787064,
2022-12-27 13:56:06.135356;0.409176;1.653084;-0.386320,
2022-12-27 13:56:06.145415;0.078339;1.559045;-1.331176,
2022-12-27 13:56:06.155473;0.302461;1.271968;-2.645233,
2022-12-27 13:56:06.165531;0.539083;1.376282;-3.389820,
2022-12-27 13:56:06.175589;0.500055;1.364494;-3.094177,
2022-12-27 13:56:06.185647;0.430300;1.234126;-2.145568,
2022-12-27 13:56:06.195705;0.157876;1.180347;-1.185330,
2022-12-27 13:56:06.205763;-0.478412;1.209930;-0.513017,
2022-12-27 13:56:06.215821;-1.139677;1.234072;-0.220497,
2022-12-27 13:56:06.225879;-1.595672;1.103853;-0.281270,
2022-12-27 13:56:06.235937;-1.778192;0.871564;-0.593779,
2022-12-27 13:56:06.245996;-1.666031;0.653332;-0.808195,
2022-12-27 13:56:06.256054;-1.221191;0.461235;-0.819567,
2022-12-27 13:56:06.266112;-0.595471;0.319711;-0.594961,
2022-12-27 13:56:06.276170;-0.107898;0.165061;-0.312108,
2022-12-27 13:56:06.286228;0.445259;0.182591;-0.267090,
2022-12-27 13:56:06.296286;0.882266;0.253397;-0.418891,
2022-12-27 13:56:06.306344;0.921477;0.339632;-0.607611,
2022-12-27 13:56:06.316402;0.828165;0.248201;-0.694348,
2022-12-27 13:56:06.326460;0.719982;0.378843;-0.511891,
2022-12-27 13:56:06.336518;0.646524;0.532968;-0.096420,
2022-12-27 13:56:06.346577;0.707863;0.552899;0.300182,
2022-12-27 13:56:06.356635;0.764143;0.530542;0.646672,
2022-12-27 13:56:06.366693;1.358119;0.548011;0.909731,
2022-12-27 13:56:06.376751;2.686595;0.819478;1.147688,
2022-12-27 13:56:06.386809;3.656177;0.986723;1.047038,
2022-12-27 13:56:06.396867;4.014559;0.993202;0.548171,
2022-12-27 13:56:06.406925;3.994412;1.300104;-0.250781,
2022-12-27 13:56:06.416982;2.887322;1.523870;-1.276394,
2022-12-27 13:56:06.427042;1.755380;1.992309;-1.688027,
2022-12-27 13:56:06.437100;0.667517;2.514013;-1.540011,
2022-12-27 13:56:06.447157;-0.348331;2.948449;-1.043628,
2022-12-27 13:56:06.477332;-0.499025;3.120297;0.909652,
2022-12-27 13:56:06.487389;-0.867394;3.027901;0.981452,
2022-12-27 13:56:06.497448;-1.653178;3.002950;0.742377,
2022-12-27 13:56:06.457216;-0.782032;3.100300;-0.315928,
2022-12-27 13:56:06.467274;-0.445807;3.128072;0.507640,
2022-12-27 13:56:06.507506;-3.063492;3.018018;0.365988,
2022-12-27 13:56:06.517564;-5.008035;2.880519;0.151755,
2022-12-27 13:56:06.527623;-7.273536;2.495927;0.114135,
2022-12-27 13:56:06.537681;-9.320885;2.124687;-0.182236,
2022-12-27 13:56:06.547739;-10.395806;2.081245;-0.654189,
2022-12-27 13:56:06.557797;-10.432369;2.088190;-0.935322,
2022-12-27 13:56:06.567855;-9.307540;2.139883;-0.772703,
2022-12-27 13:56:06.577913;-7.630204;2.077113;-0.391254,
2022-12-27 13:56:06.587971;-5.310678;1.795294;0.201552,
2022-12-27 13:56:06.598028;-3.222491;1.467059;0.634137,
2022-12-27 13:56:06.608087;-1.573625;1.232467;0.767878,
2022-12-27 13:56:06.618146;-0.708131;0.904275;0.741226,
2022-12-27 13:56:06.628203;-0.718182;0.669374;0.563878,
2022-12-27 13:56:06.638262;-1.345659;0.510484;0.355860,
2022-12-27 13:56:06.648320;-2.261682;0.435903;0.256610,
